text,intent,is_noise,is_hard,language
can I have 2 Bánh Phô Mai L,order,False,False,vi
cho anh một ly Trà Sữa Trân Châu L,order,False,False,vi
thêm cho tôi 1 Croissant S ạ,order,False,True,vi
recommend something refreshing please,consultant,False,False,en
lấy 3 Matcha Latte S nhé,order,False,False,vi
can I get một Bánh Phô Mai,order,False,False,vi
mang ra ba Freeze Bạc Xỉu L nhé,order,False,False,vi
cho hỏi có xuất hóa đơn VAT không nhỉ,faq,False,False,vi
đặt bàn và lấy 1 Freeze Bạc Xỉu M nhỉ,order,False,True,vi
lấy cho một ly Latte L,order,False,False,vi
món nào bán chạy nhất Trà Cam Quế mát,consultant,False,False,vi
cho mình hỏi có món chay không ạ,faq,False,False,vi
cho 1 Freeze Matcha Đậu Đỏ ít đường đi???,order,False,True,vi
có trà nào ngon không Freeze Xoài ít ngọt,consultant,False,False,vi
what's your best seller today Freeze Chanh Tuyết không caffeine,consultant,False,False,vi
cho hỏi có nhận đặt tiệc không nào,faq,False,False,vi
cheers,ignore,True,False,en
gợi ý món dưới 45k Cold Brew ít ngọt,consultant,False,False,vi
em cần 1 Freeze Caramel L,order,False,False,vi
cho hai Freeze Dâu lạnh đi,order,False,False,vi
suggest something sweet but not too sweet Bánh Quy Bơ đá,consultant,False,False,vi
what's good for hot weather Bánh Phô Mai đá,consultant,False,False,vi
nên uống gì vào buổi sáng Trà Nhài không caffeine,consultant,False,False,vi
tạm biệt.,ignore,True,False,vi
what time do you open ạ,faq,False,False,vi
can I have 3 Freeze Việt Quất S,order,False,False,vi
em muốn thêm 3 Double Espresso M,order,False,False,vi
cho em hỏi có nhận đặt tiệc không vậy,faq,False,False,vi
cho hỏi có giao tận nơi không?,faq,False,False,vi
ship một Bánh Táo L,order,False,False,vi
thêm cho tôi 3 Freeze Bạc Xỉu S,order,False,False,vi
cho một Freeze Sữa Chua Dâu M em,order,False,False,vi
món nào phù hợp cho buổi chiều Trà Atiso Đỏ ít ngọt,consultant,False,False,vi
tư vấn cho em món mát mát Bánh Táo không caffeine nhỉ à,consultant,False,True,vi
ship 2 Bánh Su Kem M,order,False,False,vi
cho ba Freeze Chanh Tuyết không đường đi,order,False,False,vi
quán có hai Vietnamese Latte L không,order,False,False,vi
anh ơi 3 Flat White M nha,order,False,False,vi
thx nhé,ignore,True,False,vi
what time do you close ạ,faq,False,False,vi
anh ơi một Freeze Matcha Đậu Đỏ L nha,order,False,False,vi
hichic.,ignore,True,False,en
anh thích cà phê đậm thì nên uống gì Donut Chocolate mát,consultant,False,False,vi
bên em có một Espresso L không,order,False,False,vi
món gì cho người không uống cà phê Bánh Mặn Phô Mai đá,consultant,False,False,vi
nên uống gì vào buổi sáng Freeze Cookies đá à,consultant,False,True,vi
recommend something under 50000 Freeze Chanh Tuyết ít ngọt,consultant,False,False,vi
cho 3 Trà Cam Quế nhiều đá đi???,order,False,True,vi
gọi hai ly Freeze Cookies lạnh,order,False,False,vi
1 ly Iced Coffee L nha,order,False,False,en
à à,ignore,True,False,vi
đặt bàn và lấy 1 Freeze Socola Bạc Hà L,order,False,False,vi
à à.,ignore,True,False,vi
em muốn order hai Trà Đào Cam Sả M,order,False,False,vi
đặt bàn và lấy 2 Cold Brew S,order,False,False,vi
đặt 2 ly Freeze Chocolate L nha,order,False,False,vi
có gì ngon không em Trà Thanh Đào ít ngọt,consultant,False,False,vi
có món nóng không nào,faq,False,True,vi
đặt cho một Vietnamese Latte L,order,False,False,vi
thanks nhé,ignore,True,False,vi
gọi một ly Trà Cam Quế nhiều đá,order,False,False,vi
suggest something sweet but not too sweet Freeze Việt Quất đá,consultant,False,False,vi
món nào thay thế được cà phê Bánh Chuối đá nhỉ...,consultant,False,True,vi
hú hú...,ignore,True,False,vi
cho 1 Vietnamese Latte S em,order,False,False,en
"anh thích trà hoa quả, recommend gì Bánh Su Kem đá",consultant,False,False,vi
có đồ uống healthy không Freeze Cà Phê mát,consultant,False,False,vi
gợi ý cho anh món ít ngọt Tiramisu ít ngọt,consultant,False,False,vi
nghe không nhé,ignore,True,False,vi
recommend something under 50000 Caramel Macchiato đá,consultant,False,False,vi
có bán 1 Bạc Xỉu L không,order,False,False,vi
cho một Cà Phê Muối size M đi,order,False,False,vi
cho 3 Freeze Dâu S đi,order,False,False,vi
cho 3 Caramel Macchiato M em,order,False,False,en
lấy 1 Trà Sen Vàng M nhé,order,False,False,vi
"anh thích trà hoa quả, recommend gì Trà Kiwi ít ngọt",consultant,False,False,vi
yo...,ignore,True,False,en
gọi cho em hai Cà Phê Dừa L,order,False,False,vi
cho hỏi can I pay by card không,faq,False,False,vi
có hoàn tiền không nhỉ,faq,False,False,vi
suggest a light refreshing drink Espresso ít ngọt,consultant,False,False,vi
yes.,ignore,True,False,en
what would you recommend for hot weather Trà Thanh Đào đá,consultant,False,False,vi
cho hai Bánh Mì Pate L đi,order,False,False,vi
gọi 1 ly Trà Vải size L,order,False,False,vi
a ơi em gọi 2 Caramel Macchiato L,order,False,False,vi
cho hỏi có chỗ ngồi làm việc không?,faq,False,False,vi
what is the wifi name?,faq,False,False,en
gọi ba ly Flat White đá  ???,order,False,True,vi
món nào thay thế được cà phê Trà Sữa Trân Châu đá,consultant,False,False,vi
what's good here Trà Chanh Mật Ong ít ngọt,consultant,False,False,vi
cho hỏi có nhận đặt qua điện thoại không không,faq,False,False,vi
mang cho em 1 Freeze Chocolate,order,False,False,en
what's good here Iced Coffee mát,consultant,False,False,vi
cho hỏi có nhận đặt qua điện thoại không nhỉ,faq,False,False,vi
anh thích cà phê đậm thì nên uống gì Mocha không caffeine,consultant,False,False,vi
cho em hỏi có size lớn không vậy,faq,False,False,vi
cho mình hỏi có giảm giá sinh viên không?,faq,False,False,vi
món nào không ngọt lắm Trà Atiso Đỏ mát,consultant,False,False,vi
gọi cho em 2 Freeze Xoài S,order,False,False,vi
có bánh gì ăn kèm nhỉ,faq,False,False,vi
cho em hỏi is there parking available không,faq,False,False,vi
món nào thay thế được cà phê Cà Phê Muối đá,consultant,False,False,vi
cho em hỏi có giới hạn thời gian ngồi không vậy,faq,False,False,vi
bên em có ba Trà Đào Cam Sả S không,order,False,False,vi
cho 1 Trà Oolong Sữa L em,order,False,False,vi
món nào thay thế được cà phê Freeze Dâu đá,consultant,False,False,vi
mình order 1 Phin Đen Đá size S,order,False,False,vi
mình order 1 Freeze Chocolate size S,order,False,False,vi
cho hỏi có chỗ hút thuốc không nào,faq,False,False,vi
bye.,ignore,True,False,en
em order 1 Freeze Sữa Chua Dâu L nha,order,False,False,vi
cho 2 Americano ít đường đi,order,False,False,vi
quán có 1 Cà Phê Muối M không,order,False,False,vi
cho hai Trà Gừng Mật Ong lạnh đi,order,False,False,vi
cần ba Trà Dâu L nhé,order,False,False,vi
mình order 2 Trà Sen Vàng lạnh,order,False,False,vi
recommend something under 50000,consultant,False,False,en
đặt cho 1 Trà Atiso Đỏ L,order,False,False,vi
do you have vegetarian options vậy,faq,False,False,vi
cho em hỏi có món cho trẻ em không nhỉ,faq,False,False,vi
em muốn thêm hai Freeze Dâu L,order,False,False,vi
hjc nhé,ignore,True,False,vi
hỏi chút can I pay by cash?,faq,False,False,vi
hjx...,ignore,True,False,en
cho 3 Iced Coffee ít đá đi,order,False,False,vi
có gì ngon không em Bánh Táo đá,consultant,False,False,vi
tư vấn cho em món ngon giá rẻ Phin Đen Đá đá,consultant,False,False,vi
tư vấn đồ uống cho người mới uống cà phê Trà Táo Bạc Hà đá,consultant,False,False,vi
đặt cho 2 Phin Sữa Đá S,order,False,False,vi
what's your best seller today Bánh Quy Bơ đá,consultant,False,False,vi
can I have 2 Trà Dâu L,order,False,False,vi
what's the most popular item Bánh Táo ít ngọt,consultant,False,False,vi
hello there???,ignore,True,False,en
cho 1 Trà Thanh Đào size M đi,order,False,False,vi
gợi ý cho khách không ăn đường Trà Đào Cam Sả không caffeine,consultant,False,False,vi
món nào bán chạy nhất Trà Atiso Đỏ ít ngọt,consultant,False,False,vi
hỏi chút có nhận đặt tiệc không ạ,faq,False,False,vi
cho hỏi do you have qr payment vậy,faq,False,False,vi
có món nào giống latte nhưng không cà phê Tiramisu không caffeine,consultant,False,False,vi
có gì ngon không em Trà Táo Bạc Hà ít ngọt,consultant,False,False,vi
gọi 3 ly Freeze Cookies nhiều đá,order,False,False,vi
what's good here Cappuccino không caffeine,consultant,False,False,vi
cho mình hỏi quán có nhận đặt số lượng lớn không ạ,faq,False,False,vi
món gì cho người không uống cà phê Donut Chocolate ít ngọt,consultant,False,False,vi
I want 1 Sandwich Cá Ngừ,order,False,False,vi
hỏi chút is there a kid's menu nào,faq,False,False,vi
cho em hai Trà Sữa Trân Châu M em vậy,order,False,True,vi
hello there...,ignore,True,False,en
order 3 Trà Đào Cam Sả M nha,order,False,False,vi
anh thích cà phê đậm thì nên uống gì Trà Việt Quất ít ngọt,consultant,False,False,vi
cho 1 Trà Kiwi nhiều đá đi,order,False,False,vi
cho em hỏi what time do you open?,faq,False,False,vi
uhhhhh nhé,ignore,True,False,vi
suggest a light refreshing drink Freeze Trà Xanh không caffeine,consultant,False,False,vi
cho mình hỏi cho hỏi có size lớn không?,faq,False,True,vi
cho em hỏi có món lạnh không nào,faq,False,False,vi
cho 1 Freeze Xoài nhiều đá đi,order,False,False,vi
bên em có 2 Donut Chocolate L không,order,False,False,vi
cho hỏi quán mở cửa thứ mấy nhỉ,faq,False,False,vi
"I prefer tea-based drinks, what should I get Trà Kiwi đá",consultant,False,False,vi
cho hai Latte nhiều đá đi,order,False,False,vi
what's the most popular item Trà Nhài không caffeine,consultant,False,False,vi
có món nào nhẹ nhẹ không Trà Oolong Sữa không caffeine,consultant,False,False,vi
em lấy 3 Matcha Latte S,order,False,False,vi
can I have 3 Freeze Sữa Chua Dâu M,order,False,False,vi
huhu...,ignore,True,False,en
anh không uống caffeine thì nên chọn gì Freeze Cà Phê không caffeine...,consultant,False,True,vi
có món nào giống latte nhưng không cà phê Hồng Trà Sữa ít ngọt,consultant,False,False,vi
suggest a light refreshing drink Flat White mát,consultant,False,False,vi
em order 3 Freeze Đào S nha,order,False,False,vi
can I have 2 Double Espresso M,order,False,False,en
gọi 2 ly Bánh Chuối ít đá,order,False,False,vi
nên uống gì vào buổi sáng Trà Atiso Đỏ không caffeine,consultant,False,False,vi
có đặt bàn trước không nào,faq,False,False,vi
em muốn thêm 3 Iced Coffee M,order,False,False,vi
cho 3 cốc Bánh Quy Bơ M,order,False,False,vi
cho 3 Muffin Chocolate ít đường đi ạ,order,False,True,vi
what's the most popular item Trà Đào Ít Ngọt không caffeine,consultant,False,False,vi
món nào ít calories Trà Đào Ít Ngọt không caffeine nhỉ à,consultant,False,True,vi
hỏi chút do you offer birthday discounts vậy,faq,False,False,vi
cho hai Sandwich Gà ít ngọt đi,order,False,False,vi
recommend something under 50000 Latte ít ngọt,consultant,False,False,vi
what time do you close? nhỉ,faq,False,True,vi
hỏi chút quán có nhận đặt số lượng lớn không nhỉ  ,faq,False,True,vi
món nào thay thế được cà phê Cà Phê Đen Nóng không caffeine,consultant,False,False,vi
what do you recommend Iced Coffee không caffeine,consultant,False,False,vi
anh không uống caffeine thì nên chọn gì Trà Nhài không caffeine,consultant,False,False,vi
cho hỏi quán mở cửa thứ mấy nào,faq,False,False,vi
em muốn thêm 2 Caramel Macchiato L,order,False,False,vi
"anh thích vị nhẹ, gợi ý gì Trà Gừng Mật Ong đá",consultant,False,False,vi
mình order 3 Bánh Mặn Phô Mai ít đường,order,False,False,vi
em muốn order 2 Trà Sữa Trân Châu M,order,False,False,vi
what would you recommend for hot weather Freeze Cà Phê ít ngọt,consultant,False,False,vi
"I prefer tea-based drinks, what should I get Cappuccino không caffeine",consultant,False,False,vi
please give me ba Trà Thanh Đào S,order,False,False,vi
gợi ý món ngon cho ngày nóng Phin Đen Đá ít ngọt,consultant,False,False,vi
mình order một Bánh Táo lạnh,order,False,False,vi
gợi ý cho khách không ăn đường Trà Sen Vàng không caffeine,consultant,False,False,vi
có món nào giống latte nhưng không cà phê Mocha ít ngọt nhỉ  ,consultant,False,True,vi
có trà nào ngon không Trà Xoài Nhiệt Đới không caffeine,consultant,False,False,vi
cho hỏi do you have vegan options ạ,faq,False,False,vi
mình lấy 3 Double Espresso L,order,False,False,vi
order 2 Cà Phê Dừa S,order,False,False,vi
đặt bàn và lấy 1 Double Espresso M,order,False,False,vi
lấy cho 1 ly Freeze Chocolate M???,order,False,True,vi
đặt 2 ly Trà Xoài Nhiệt Đới L nha,order,False,False,vi
cho em ba Trà Đào Ít Ngọt S em,order,False,False,vi
em cần 3 Freeze Matcha Đậu Đỏ M???,order,False,True,vi
"anh không thích ngọt, tư vấn gì Freeze Đào không caffeine",consultant,False,False,vi
có gì ngon không em Bánh Mì Pate không caffeine,consultant,False,False,vi
a lấy cho em 1 Freeze Socola Bạc Hà,order,False,False,vi
có đồ uống healthy không Bánh Phô Mai ít ngọt,consultant,False,False,vi
em muốn order 1 Freeze Việt Quất S,order,False,False,vi
có combo không không,faq,False,False,vi
món nào ít calories Trà Kiwi không caffeine,consultant,False,False,vi
ship 3 Phin Đen Đá L,order,False,False,vi
mình order hai Croissant size S,order,False,False,vi
cho ba Freeze Cookies không đường đi,order,False,False,vi
order 1 Trà Atiso Đỏ S nha,order,False,False,vi
có bán hai Latte S không,order,False,False,vi
mình lấy hai Espresso S,order,False,False,vi
cho hỏi  giao hàng không vậy.,faq,False,True,vi
cho hỏi do you have vegetarian options vậy,faq,False,False,vi
món nào ít calories Bạc Xỉu ít ngọt,consultant,False,False,vi
mang ra ba Flat White L nhé,order,False,False,vi
suggest a drink for someone who hates coffee Croissant không caffeine,consultant,False,False,vi
có món nào giống latte nhưng không cà phê Trà Kiwi ít ngọt,consultant,False,False,vi
cho em hỏi có nhận thanh toán công ty không vậy,faq,False,False,vi
suggest something sweet but not too sweet Freeze Chocolate ít ngọt,consultant,False,False,vi
tư vấn cho em món mát mát Trà Chanh Mật Ong đá,consultant,False,False,vi
cho 3 Flat White size S đi,order,False,False,vi
đặt hai ly Bánh Mặn Phô Mai S nha,order,False,False,vi
có món nào giống latte nhưng không cà phê Cà Phê Dừa đá,consultant,False,False,vi
có món nào nhẹ nhẹ không Cà Phê Muối không caffeine,consultant,False,False,vi
gọi hai ly Bánh Su Kem size S,order,False,False,vi
món nào hợp với khẩu vị trẻ em Trà Sữa Trân Châu ít ngọt nhỉ  ???,consultant,False,True,vi
uhhhhh,ignore,True,False,en
món nào thay thế được cà phê Freeze Sữa Chua Việt Quất không caffeine,consultant,False,False,vi
em muốn thêm ba Americano S,order,False,False,vi
tư vấn cho em món mát mát Bánh Phô Mai mát,consultant,False,False,vi
recommend a drink without caffeine Hồng Trà Sữa không caffeine,consultant,False,False,vi
em muốn order một Caramel Macchiato L,order,False,False,vi
get me 1 Cà Phê Sữa Nóng M,order,False,False,vi
what would you recommend for hot weather Cappuccino mát,consultant,False,False,vi
hỏi chút có combo không vậy,faq,False,False,vi
anh ơi 2 Muffin Chocolate M nha,order,False,False,vi
tư vấn cho em món ngon giá rẻ Matcha Latte mát,consultant,False,False,vi
em muốn order 1 Double Espresso L,order,False,False,vi
có chương trình thành viên không nào,faq,False,False,vi
anh thích cà phê đậm thì nên uống gì Trà Oolong Sữa ít ngọt nhỉ???,consultant,False,True,vi
a ơi em gọi một Trà Cam Quế L,order,False,False,vi
ờ ạ,ignore,True,False,vi
có bán 2 Matcha Latte L không,order,False,False,vi
cần 1 Bánh Chuối L nhé???,order,False,True,vi
có đồ uống healthy không Trà Thanh Đào không caffeine nhỉ nhỉ,consultant,False,True,vi
cho em hỏi is there a private room vậy,faq,False,False,vi
tư vấn cho em món mát mát Bánh Mì Pate đá,consultant,False,False,vi
đặt cho 1 Trà Thanh Đào M,order,False,False,vi
đặt cho 1 Trà Chanh Mật Ong L,order,False,False,vi
mình lấy 3 Cà Phê Sữa Nóng S,order,False,False,vi
em thích trà trái cây thì uống gì Trà Nhài không caffeine,consultant,False,False,vi
a lấy cho em ba Mocha,order,False,False,vi
hỏi chút có thanh toán qr không vậy,faq,False,False,vi
what's your best seller today Matcha Latte mát,consultant,False,False,vi
cho hỏi có món lạnh không nào.,faq,False,True,vi
cho mình hỏi can I pay by card không,faq,False,False,vi
gọi 1 ly Trà Chanh Mật Ong size M,order,False,False,vi
a ơi thêm 1 Freeze Trà Xanh đi,order,False,False,vi
em muốn order hai Trà Gừng Mật Ong S,order,False,False,vi
what's good here Muffin Chocolate không caffeine,consultant,False,False,vi
nên uống gì vào buổi sáng Freeze Matcha Đậu Đỏ không caffeine,consultant,False,False,vi
tạm biệt...,ignore,True,False,vi
what do you recommend Freeze Việt Quất mát,consultant,False,False,vi
cho em 1 Trà Xoài Nhiệt Đới M em,order,False,False,vi
hai ly Donut Chocolate S nha  ???,order,False,True,en
tính cho tôi hai Caramel Macchiato L,order,False,False,vi
lấy 1 Freeze Cà Phê M nhé,order,False,False,vi
gọi hai ly Trà Xoài Nhiệt Đới size S,order,False,False,vi
cho 1 Freeze Bạc Xỉu S em.,order,False,True,vi
có đồ uống healthy không Freeze Sữa Chua Dâu ít ngọt,consultant,False,False,vi
cho em hỏi what time do you open nhỉ,faq,False,False,vi
hey...,ignore,True,False,en
what's good here Vietnamese Latte không caffeine vậy,consultant,False,True,vi
tính cho tôi ba Bánh Mặn Phô Mai L,order,False,False,vi
cho mình hỏi có món nóng không nào,faq,False,False,vi
recommend something refreshing please Trà Nhài không caffeine,consultant,False,False,vi
mình order 2 Trà Việt Quất đá,order,False,False,vi
mang cho em 3 Freeze Chanh Tuyết,order,False,False,vi
abc xyz...,ignore,True,False,en
quán có một Bánh Mì Que L không,order,False,False,vi
cho ba cốc Bánh Quy Bơ L,order,False,False,vi
em thích trà trái cây thì uống gì Trà Đào Ít Ngọt đá,consultant,False,False,vi
hello nhé,ignore,True,False,vi
có trà nào ngon không Freeze Caramel không caffeine,consultant,False,False,vi
cho a 1 Muffin Chocolate,order,False,False,en
ok,ignore,True,False,en
get me một Bánh Mì Que S,order,False,False,vi
mình order hai Caramel Macchiato đá.,order,False,True,vi
gọi hai ly Freeze Dâu size L,order,False,False,vi
hỏi chút quán mấy giờ mở cửa vậy,faq,False,False,vi
get me 1 Bánh Mì Que M,order,False,False,vi
what do you recommend Hồng Trà Sữa mát,consultant,False,False,vi
cho mình hỏi what are your opening hours nhỉ,faq,False,False,vi
huhu,ignore,True,False,en
alo alo nhé,ignore,True,False,vi
hỏi chút có thanh toán thẻ không vậy,faq,False,False,vi
cho hỏi có đổi món sau khi đặt không không,faq,False,False,vi
chào nhé...,ignore,True,False,vi
tôi muốn mua 1 Hồng Trà Sữa L,order,False,False,vi
đặt 2 ly Iced Coffee L nha,order,False,False,vi
có bán 1 Freeze Việt Quất L không à,order,False,True,vi
tư vấn đồ uống cho người mới uống cà phê Matcha Latte mát,consultant,False,False,vi
bên em có một Sandwich Gà L không,order,False,False,vi
gọi cho em hai Bạc Xỉu M,order,False,False,vi
cho em hỏi can I make a reservation nhỉ,faq,False,False,vi
có giới hạn thời gian ngồi không ạ,faq,False,False,vi
thêm cho tôi một Bánh Phô Mai L,order,False,False,vi
hỏi chút có hoàn tiền không nhỉ,faq,False,False,vi
mình order hai Bánh Táo size L,order,False,False,vi
mang cho em ba Vanilla Latte,order,False,False,en
123???,ignore,True,False,en
what's the most popular item Bánh Mặn Phô Mai ít ngọt,consultant,False,False,vi
hỏi chút can I pay by cash không nhỉ,faq,False,True,vi
được nhé,ignore,True,False,vi
cho ba Bánh Mì Pate ít đường đi,order,False,False,vi
recommend something refreshing please Bạc Xỉu ít ngọt,consultant,False,False,vi
gọi hai ly Bánh Mặn Phô Mai ít đá,order,False,False,vi
gọi một ly Bánh Chuối ít đá ạ,order,False,True,vi
hỏi chút có món chay không nhỉ,faq,False,False,vi
gợi ý cho anh món ít ngọt Bánh Mì Que đá,consultant,False,False,vi
ship ba Trà Xoài Nhiệt Đới M,order,False,False,vi
cho 1 Trà Cam Quế size S đi,order,False,False,vi
"I prefer tea-based drinks, what should I get Double Espresso đá",consultant,False,False,vi
em muốn thêm hai Trà Oolong Sữa S ạ,order,False,True,vi
do you offer birthday discounts vậy,faq,False,False,vi
I'd like một Flat White L please,order,False,False,vi
gọi 2 ly Freeze Socola Bạc Hà size M,order,False,False,vi
hỏi chút what time do you close ạ,faq,False,False,vi
em cần một Freeze Việt Quất M,order,False,False,vi
em muốn thêm 2 Bạc Xỉu L,order,False,False,vi
cho em 2 Bánh Chuối L em à,order,False,True,vi
mình lấy 3 Americano S,order,False,False,vi
cho em hỏi what are your opening hours không,faq,False,False,vi
có món nào nhẹ nhẹ không Trà Vải ít ngọt vậy,consultant,False,True,vi
cho em hỏi can I pay by cash nhỉ,faq,False,False,vi
có size lớn không nhỉ,faq,False,False,vi
nên uống gì vào buổi sáng Freeze Đào không caffeine,consultant,False,False,vi
món gì cho người không uống cà phê Bánh Quy Bơ mát,consultant,False,False,vi
hỏi chút có ổ cắm điện không vậy,faq,False,False,vi
bên em có hai Bánh Quy Bơ L không,order,False,False,vi
có gì uống mát không Double Espresso không caffeine,consultant,False,False,vi
please give me một Bánh Phô Mai L,order,False,False,vi
anh ơi một Freeze Trà Xanh L nha,order,False,False,vi
hey.,ignore,True,False,en
gợi ý món ngon cho ngày nóng Freeze Chanh Tuyết đá,consultant,False,False,vi
ờ???,ignore,True,False,vi
quán có 1 Trà Sen Vàng M không,order,False,False,vi
"I prefer tea-based drinks, what should I get Bánh Phô Mai mát???",consultant,False,True,vi
cho em ba Freeze Caramel L em,order,False,False,en
em order 1 Hazelnut Latte M nha,order,False,False,en
có gì uống mát không Caramel Macchiato không caffeine,consultant,False,False,vi
yes nhé,ignore,True,False,vi
mình lấy ba Trà Kiwi L,order,False,False,vi
tôi muốn mua 3 Freeze Dâu S,order,False,False,vi
em cần 2 Freeze Sữa Chua Việt Quất S,order,False,False,vi
tư vấn đồ uống cho người mới uống cà phê Cà Phê Dừa không caffeine,consultant,False,False,vi
gợi ý món ngon cho ngày nóng Phin Đen Đá mát,consultant,False,False,vi
what do you recommend Bánh Táo ít ngọt,consultant,False,False,vi
cho 3 Freeze Matcha Đậu Đỏ L đi,order,False,False,vi
ship hai Cà Phê Sữa Nóng S,order,False,False,vi
ship em 1 Freeze Dâu L nha???,order,False,True,vi
gợi ý đồ uống không đường Bánh Mặn Phô Mai ít ngọt,consultant,False,False,vi
mang cho em ba Bánh Mì Que ạ,order,False,True,vi
hỏi chút can I pay by card vậy,faq,False,False,vi
có gì ngon không em Freeze Sữa Chua Dâu đá,consultant,False,False,vi
recommend something under 50000 Trà Táo Bạc Hà ít ngọt,consultant,False,False,vi
gọi cho em hai Trà Nhài L,order,False,False,vi
món gì cho người không uống cà phê Cà Phê Muối mát,consultant,False,False,vi
cho em hỏi what is the wifi name?,faq,False,False,vi
món nào phù hợp cho buổi chiều Matcha Latte đá,consultant,False,False,vi
a ơi em gọi 1 Trà Sữa Trân Châu M,order,False,False,vi
món nào thay thế được cà phê Espresso mát,consultant,False,False,vi
có nhận đặt qua điện thoại không?,faq,False,False,vi
hỏi chút có size lớn không vậy,faq,False,False,vi
a tính cho em một Freeze Socola Bạc Hà đi  ,order,False,True,vi
can I get 3 Freeze Cà Phê,order,False,False,vi
gợi ý món ngon cho ngày nóng Matcha Latte mát,consultant,False,False,vi
suggest a drink for someone who hates coffee Bánh Mì Pate đá nhỉ,consultant,False,True,vi
món gì cho người không uống cà phê Freeze Caramel ít ngọt,consultant,False,False,vi
có trà nào ngon không Croissant ít ngọt,consultant,False,False,vi
gợi ý món dưới 45k Cà Phê Muối đá,consultant,False,False,vi
get me 1 Americano L vậy,order,False,True,vi
anh không uống caffeine thì nên chọn gì Cà Phê Muối không caffeine,consultant,False,False,vi
gọi ba ly Bánh Chuối nóng,order,False,False,vi
cho một Trà Vải L em,order,False,False,vi
hello there ạ,ignore,True,False,vi
cho em hỏi có chỗ ngồi làm việc không ạ,faq,False,False,vi
suggest a drink for someone who hates coffee Cappuccino đá,consultant,False,False,vi
cho 3 cốc Tiramisu M,order,False,False,vi
cho em hỏi có phòng họp không không,faq,False,False,vi
cho mình hỏi có nhận thanh toán công ty không?,faq,False,False,vi
suggest something sweet but not too sweet Bánh Mì Pate ít ngọt,consultant,False,False,vi
"anh thích vị nhẹ, gợi ý gì Trà Đào Cam Sả ít ngọt",consultant,False,False,vi
suggest a drink for someone who hates coffee Sandwich Gà ít ngọt,consultant,False,False,vi
đặt cho hai Freeze Chanh Tuyết M,order,False,False,vi
what's the most popular item Freeze Chocolate không caffeine,consultant,False,False,vi
gọi 2 ly Trà Nhài nóng,order,False,False,vi
cho hỏi có món cho trẻ em không không,faq,False,False,vi
cho hỏi có giao hàng không nhỉ,faq,False,False,vi
can I have hai Freeze Bạc Xỉu M,order,False,False,vi
quán mấy giờ mở cửa vậy,faq,False,False,vi
cho mình hỏi có thanh toán qr không ạ,faq,False,False,vi
món nào hợp với khẩu vị trẻ em Sandwich Gà mát,consultant,False,False,vi
em thích trà trái cây thì uống gì Hồng Trà Sữa không caffeine,consultant,False,False,vi
can I have 2 Bánh Táo M,order,False,False,vi
có gì ngon không em Freeze Việt Quất mát,consultant,False,False,vi
what's your best seller today Trà Kiwi đá,consultant,False,False,vi
recommend a drink without caffeine Brownie mát,consultant,False,False,vi
cho mình hỏi what is the wifi name nào,faq,False,False,vi
mình order một Trà Cam Quế ít đá,order,False,False,vi
anh ơi ba Matcha Latte L nha,order,False,False,vi
đồ uống nào hợp với bánh ngọt Matcha Latte không caffeine,consultant,False,False,vi
mình lấy ba Americano M,order,False,False,vi
what's good for hot weather Cold Brew không caffeine,consultant,False,False,vi
món nào ít calories Mocha không caffeine,consultant,False,False,vi
"anh thích vị nhẹ, gợi ý gì Freeze Sữa Chua Việt Quất không caffeine nhỉ  ???",consultant,False,True,vi
đặt cho hai Trà Lài Mật Ong S,order,False,False,vi
tính cho tôi ba Trà Oolong Sữa M à,order,False,True,vi
test.,ignore,True,False,en
cho một Tiramisu nóng đi,order,False,False,vi
cần 2 Caramel Macchiato S nhé,order,False,False,vi
mình muốn order 2 Phin Sữa Đá,order,False,False,vi
cho mình hỏi can I pay by cash nhỉ,faq,False,False,vi
"anh thích vị nhẹ, gợi ý gì Trà Dâu mát",consultant,False,False,vi
hỏi chút what time do you open ạ,faq,False,False,vi
ship hai Freeze Sữa Chua Dâu S,order,False,False,vi
cho mình hỏi do you have vegan options nào,faq,False,False,vi
cho 1 Espresso size M đi,order,False,False,vi
a lấy cho em 1 Cà Phê Sữa Nóng,order,False,False,vi
bên em có 2 Cà Phê Dừa L không,order,False,False,vi
cho 2 Croissant size S đi,order,False,False,vi
I'd like một Freeze Sữa Chua Dâu S please,order,False,False,vi
đặt cho hai Freeze Cà Phê L,order,False,False,vi
có gì ngon không em Freeze Chanh Tuyết ít ngọt,consultant,False,False,vi
em cần ba Espresso L,order,False,False,vi
order ba Hazelnut Latte M nha,order,False,False,en
cho hỏi có giao tận nơi không ạ,faq,False,False,vi
gọi hai ly Trà Chanh Mật Ong ít ngọt,order,False,False,vi
gợi ý cho anh món ít ngọt Trà Gừng Mật Ong ít ngọt,consultant,False,False,vi
món nào hợp với khẩu vị trẻ em Freeze Dâu không caffeine,consultant,False,False,vi
can I have 2 Iced Coffee S,order,False,False,en
đồ uống nào hợp với bánh ngọt Trà Lài Mật Ong không caffeine,consultant,False,False,vi
món nào thay thế được cà phê Cà Phê Sữa Nóng ít ngọt,consultant,False,False,vi
em cần 1 Latte M,order,False,False,vi
có size lớn không vậy,faq,False,False,vi
cho mình hỏi quán mấy giờ mở cửa nào,faq,False,False,vi
em order 1 Bánh Phô Mai L nha,order,False,False,vi
